id,font_name,family_name,foundry,country,style,weight,optical_size,width,google_equivalent,serif_angle,contrast,x_height_ratio,stroke_width,geometric_index
124756,Silka Custom Studio Cut #124756,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124757,Silka Custom Studio Cut #124757,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124758,Silka Custom Studio Cut #124758,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124759,Silka Custom Studio Cut #124759,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124760,Silka Custom Studio Cut #124760,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124761,Silka Custom Studio Cut #124761,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124762,Silka Custom Studio Cut #124762,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124763,Silka Custom Studio Cut #124763,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124764,Silka Custom Studio Cut #124764,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124765,Silka Custom Studio Cut #124765,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124766,Silka Custom Studio Cut #124766,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124767,Silka Custom Studio Cut #124767,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124768,Silka Custom Studio Cut #124768,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124769,Silka Custom Studio Cut #124769,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124770,Silka Custom Studio Cut #124770,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124771,Silka Custom Studio Cut #124771,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124772,Silka Custom Studio Cut #124772,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124773,Silka Custom Studio Cut #124773,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124774,Silka Custom Studio Cut #124774,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124775,Silka Custom Studio Cut #124775,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124776,Silka Custom Studio Cut #124776,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124777,Silka Custom Studio Cut #124777,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124778,Silka Custom Studio Cut #124778,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124779,Silka Custom Studio Cut #124779,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124780,Silka Custom Studio Cut #124780,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124781,Silka Custom Studio Cut #124781,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124782,Silka Custom Studio Cut #124782,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124783,Silka Custom Studio Cut #124783,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124784,Silka Custom Studio Cut #124784,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124785,Silka Custom Studio Cut #124785,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124786,Silka Custom Studio Cut #124786,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124787,Silka Custom Studio Cut #124787,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124788,Silka Custom Studio Cut #124788,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124789,Silka Custom Studio Cut #124789,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124790,Silka Custom Studio Cut #124790,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124791,Silka Custom Studio Cut #124791,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124792,Silka Custom Studio Cut #124792,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124793,Silka Custom Studio Cut #124793,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124794,Silka Custom Studio Cut #124794,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124795,Silka Custom Studio Cut #124795,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124796,Silka Custom Studio Cut #124796,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124797,Silka Custom Studio Cut #124797,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124798,Silka Custom Studio Cut #124798,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124799,Silka Custom Studio Cut #124799,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124800,Silka Custom Studio Cut #124800,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124801,Silka Custom Studio Cut #124801,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124802,Silka Custom Studio Cut #124802,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124803,Silka Custom Studio Cut #124803,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124804,Silka Custom Studio Cut #124804,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124805,Silka Custom Studio Cut #124805,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124806,Silka Custom Studio Cut #124806,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124807,Silka Custom Studio Cut #124807,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124808,Silka Custom Studio Cut #124808,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124809,Silka Custom Studio Cut #124809,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124810,Silka Custom Studio Cut #124810,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124811,Silka Custom Studio Cut #124811,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124812,Silka Custom Studio Cut #124812,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124813,Silka Custom Studio Cut #124813,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124814,Silka Custom Studio Cut #124814,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124815,Silka Custom Studio Cut #124815,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124816,Silka Custom Studio Cut #124816,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124817,Silka Custom Studio Cut #124817,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124818,Silka Custom Studio Cut #124818,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124819,Silka Custom Studio Cut #124819,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124820,Silka Custom Studio Cut #124820,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124821,Silka Custom Studio Cut #124821,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124822,Silka Custom Studio Cut #124822,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124823,Silka Custom Studio Cut #124823,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124824,Silka Custom Studio Cut #124824,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124825,Silka Custom Studio Cut #124825,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124826,Silka Custom Studio Cut #124826,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124827,Silka Custom Studio Cut #124827,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124828,Silka Custom Studio Cut #124828,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124829,Silka Custom Studio Cut #124829,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124830,Silka Custom Studio Cut #124830,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124831,Silka Custom Studio Cut #124831,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124832,Silka Custom Studio Cut #124832,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124833,Silka Custom Studio Cut #124833,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124834,Silka Custom Studio Cut #124834,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124835,Silka Custom Studio Cut #124835,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124836,Silka Custom Studio Cut #124836,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124837,Silka Custom Studio Cut #124837,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124838,Silka Custom Studio Cut #124838,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124839,Silka Custom Studio Cut #124839,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124840,Silka Custom Studio Cut #124840,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124841,Silka Custom Studio Cut #124841,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124842,Silka Custom Studio Cut #124842,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124843,Silka Custom Studio Cut #124843,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124844,Silka Custom Studio Cut #124844,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124845,Silka Custom Studio Cut #124845,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124846,Silka Custom Studio Cut #124846,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124847,Silka Custom Studio Cut #124847,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124848,Silka Custom Studio Cut #124848,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124849,Silka Custom Studio Cut #124849,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124850,Silka Custom Studio Cut #124850,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124851,Silka Custom Studio Cut #124851,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124852,Silka Custom Studio Cut #124852,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124853,Silka Custom Studio Cut #124853,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124854,Silka Custom Studio Cut #124854,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124855,Silka Custom Studio Cut #124855,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124856,Silka Custom Studio Cut #124856,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124857,Silka Custom Studio Cut #124857,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124858,Silka Custom Studio Cut #124858,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124859,Silka Custom Studio Cut #124859,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124860,Silka Custom Studio Cut #124860,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124861,Silka Custom Studio Cut #124861,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124862,Silka Custom Studio Cut #124862,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124863,Silka Custom Studio Cut #124863,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124864,Silka Custom Studio Cut #124864,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124865,Silka Custom Studio Cut #124865,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124866,Silka Custom Studio Cut #124866,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124867,Silka Custom Studio Cut #124867,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124868,Silka Custom Studio Cut #124868,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124869,Silka Custom Studio Cut #124869,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124870,Silka Custom Studio Cut #124870,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124871,Silka Custom Studio Cut #124871,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124872,Silka Custom Studio Cut #124872,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124873,Silka Custom Studio Cut #124873,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124874,Silka Custom Studio Cut #124874,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124875,Silka Custom Studio Cut #124875,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124876,Silka Custom Studio Cut #124876,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124877,Silka Custom Studio Cut #124877,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124878,Silka Custom Studio Cut #124878,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124879,Silka Custom Studio Cut #124879,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124880,Silka Custom Studio Cut #124880,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124881,Silka Custom Studio Cut #124881,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124882,Silka Custom Studio Cut #124882,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124883,Silka Custom Studio Cut #124883,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124884,Silka Custom Studio Cut #124884,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124885,Silka Custom Studio Cut #124885,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124886,Silka Custom Studio Cut #124886,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124887,Silka Custom Studio Cut #124887,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124888,Silka Custom Studio Cut #124888,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124889,Silka Custom Studio Cut #124889,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124890,Silka Custom Studio Cut #124890,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124891,Silka Custom Studio Cut #124891,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124892,Silka Custom Studio Cut #124892,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124893,Silka Custom Studio Cut #124893,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124894,Silka Custom Studio Cut #124894,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124895,Silka Custom Studio Cut #124895,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124896,Silka Custom Studio Cut #124896,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124897,Silka Custom Studio Cut #124897,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124898,Silka Custom Studio Cut #124898,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124899,Silka Custom Studio Cut #124899,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124900,Silka Custom Studio Cut #124900,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124901,Silka Custom Studio Cut #124901,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124902,Silka Custom Studio Cut #124902,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124903,Silka Custom Studio Cut #124903,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124904,Silka Custom Studio Cut #124904,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124905,Silka Custom Studio Cut #124905,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124906,Silka Custom Studio Cut #124906,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124907,Silka Custom Studio Cut #124907,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124908,Silka Custom Studio Cut #124908,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124909,Silka Custom Studio Cut #124909,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124910,Silka Custom Studio Cut #124910,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124911,Silka Custom Studio Cut #124911,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124912,Silka Custom Studio Cut #124912,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124913,Silka Custom Studio Cut #124913,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124914,Silka Custom Studio Cut #124914,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124915,Silka Custom Studio Cut #124915,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124916,Silka Custom Studio Cut #124916,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124917,Silka Custom Studio Cut #124917,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124918,Silka Custom Studio Cut #124918,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124919,Silka Custom Studio Cut #124919,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124920,Silka Custom Studio Cut #124920,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124921,Silka Custom Studio Cut #124921,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124922,Silka Custom Studio Cut #124922,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
